Klient_id_klienta,Obszar_id_obszaru,Czas_id_czasu,Atrakcja_id_atrakcji,ilosc,cena,Platnosc_id_platnosc
2854,3,6,3,5,104,1
515,3,13,14,3,211,2
2789,2,25,4,3,112,1
1307,3,2,1,1,120,2
903,3,7,14,1,152,1
2129,2,4,5,2,123,2
2905,1,26,12,5,50,1
207,2,13,3,3,136,2
479,1,3,13,5,118,2
407,1,1,8,2,140,1
221,3,28,3,5,150,1
1844,1,11,3,2,194,1
653,3,20,10,1,263,2
914,1,15,7,1,258,2
2522,3,7,12,4,291,2
2529,2,30,8,5,43,2
2905,3,19,11,4,202,2
1334,2,26,3,3,210,2
2122,2,23,16,4,201,2
1090,1,14,10,4,93,1
871,2,4,2,5,31,1
818,3,23,5,2,277,1
1387,2,17,2,2,91,1
140,1,17,6,3,238,2
1827,1,3,2,3,176,1
2125,3,2,12,4,146,1
1716,3,20,7,4,132,2
2253,3,15,6,1,94,1
1225,2,23,7,2,227,2
2140,3,7,13,2,95,2
1908,2,12,11,4,219,1
775,3,29,12,2,220,2
739,2,23,7,2,275,1
545,1,10,7,4,238,2
955,2,18,6,1,69,1
1275,1,22,4,3,237,1
1918,3,22,14,1,247,1
209,2,13,2,2,152,1
578,1,7,2,5,196,2
1513,2,11,5,3,230,2
1542,1,6,13,1,70,2
1448,2,18,11,5,135,1
2783,1,9,13,4,208,1
96,2,4,10,1,86,1
1351,2,18,8,1,204,2
1380,1,10,4,2,276,2
1289,2,13,16,2,216,2
564,1,14,14,1,188,1
1570,1,5,16,5,139,1
821,1,7,15,4,217,1
2796,3,19,7,4,171,2
2661,3,20,15,3,180,1
852,1,19,16,1,49,2
575,1,7,6,3,212,1
1842,1,2,8,5,59,1
273,3,15,6,1,267,2
1030,2,2,7,5,237,2
2601,2,28,12,4,173,2
2510,2,1,4,5,150,1
1484,2,14,9,3,31,1
904,1,20,16,1,111,2
1890,1,29,11,5,75,2
1833,1,24,7,3,169,1
1257,2,3,4,3,127,2
2779,2,28,7,4,245,2
1412,1,21,7,2,270,1
818,1,18,16,2,172,2
1346,2,5,14,3,283,2
2042,2,24,13,5,299,2
1604,1,8,3,2,78,1
2586,1,29,6,4,42,1
1098,2,9,3,5,290,1
2838,3,16,5,5,214,2
2157,3,21,5,5,165,2
132,1,24,15,2,230,2
1710,1,16,14,5,228,1
149,2,19,2,1,90,2
834,3,27,9,3,124,1
496,1,2,12,3,140,1
550,2,8,8,2,270,1
1723,3,13,16,5,158,2
1311,1,6,14,2,70,2
1758,3,12,14,2,149,1
2703,2,5,6,2,298,2
10,2,19,14,2,87,2
2226,2,17,9,5,157,2
668,3,27,5,2,180,2
1683,3,20,14,3,292,2
1562,1,19,10,3,246,1
2121,2,2,16,5,46,2
1384,3,9,9,5,212,2
1844,1,3,2,3,102,1
1512,3,30,15,2,38,1
582,3,28,7,4,109,2
834,3,10,6,3,233,1
18,2,10,8,2,298,2
25,2,17,1,3,297,1
1844,1,2,12,1,198,1
2746,2,4,5,2,74,1
1293,3,23,16,3,122,1
1875,3,13,16,1,115,1
1184,2,11,3,2,114,2
2317,1,19,8,1,254,1
2915,1,6,15,5,183,2
2336,3,4,1,4,220,2
1154,2,23,16,2,51,2
2975,3,5,2,5,211,2
1475,1,15,7,3,140,2
1462,1,2,4,4,194,2
1729,1,4,11,4,211,1
1839,3,14,14,4,183,2
1226,1,25,16,5,278,1
2042,2,20,3,2,120,2
1284,3,24,9,3,274,1
1602,1,13,4,5,103,2
731,1,17,13,5,211,1
620,1,7,14,4,118,2
1864,2,16,5,2,162,1
504,3,8,5,4,182,2
2913,2,23,15,4,140,1
1820,1,12,8,4,251,1
1508,2,22,13,3,170,2
1698,3,28,11,4,217,1
1028,1,15,3,1,85,1
2425,2,29,1,5,153,1
1216,1,26,11,4,290,2
316,2,15,2,1,289,1
1445,3,8,14,4,127,1
2339,3,9,9,4,296,2
243,3,23,11,1,272,1
2362,1,30,2,4,140,1
2224,3,3,2,2,254,1
2048,3,6,4,1,232,2
689,2,4,1,5,292,1
2400,3,13,16,1,96,2
2171,1,23,16,5,37,1
2749,1,15,6,1,129,1
103,2,14,16,1,174,2
1541,3,2,13,3,87,2
689,2,3,3,3,200,2
1418,2,7,3,4,188,1
1099,2,21,14,4,199,2
568,3,1,15,4,66,1
1149,3,8,9,5,56,2
1647,2,6,10,4,148,2
452,1,25,7,5,96,1
693,2,28,14,3,77,1
2005,1,8,15,3,232,1
2120,3,20,15,3,199,2
686,2,8,14,1,85,1
2260,1,15,13,5,46,1
1027,1,21,4,5,204,2
1025,3,21,4,4,157,1
728,1,16,8,4,119,1
2629,3,30,7,5,30,2
2586,3,4,10,4,283,1
2048,3,21,10,5,282,2
1670,2,19,8,4,190,2
60,3,10,5,4,70,1
1881,3,25,16,4,290,1
492,2,20,1,3,51,2
666,3,27,11,2,61,1
358,2,28,4,3,139,2
2376,3,10,16,4,272,1
752,3,19,6,5,139,1
2931,3,15,4,3,286,2
428,2,20,6,1,69,2
1116,3,22,4,3,202,1
2317,1,2,12,1,166,2
2952,1,10,7,4,280,1
1028,2,2,15,3,41,2
1175,3,19,13,4,177,2
2763,3,3,7,4,35,1
2071,2,14,6,3,253,1
440,1,28,6,2,128,1
1562,3,11,2,3,224,1
1822,2,30,7,5,55,1
1093,1,1,16,5,282,2
2899,2,17,1,2,162,1
1101,3,13,9,1,259,1
696,3,10,3,2,252,1
21,2,28,8,4,55,2
362,3,12,6,3,131,2
269,3,4,7,2,66,1
2200,2,27,13,2,208,1
1386,3,23,10,1,183,2
364,2,16,8,2,154,1
2405,1,7,13,3,258,1
2866,1,25,2,4,257,1
2701,1,22,8,3,205,2
561,2,22,6,5,190,2
421,2,27,14,4,298,2
1563,3,1,13,5,297,2
1538,3,17,7,4,215,1
1929,3,30,16,5,188,2
1253,2,14,11,2,76,2
1850,3,8,1,5,122,1
994,3,22,10,4,71,2
1986,1,27,2,5,231,1
2341,3,27,14,3,115,1
492,2,4,10,5,216,2
161,1,13,15,2,257,1
340,1,11,3,3,284,2
1037,2,18,6,3,115,2
33,2,5,8,1,104,1
306,2,2,14,3,240,2
2588,2,7,10,5,80,2
1863,2,22,16,2,123,2
137,2,7,7,2,46,1
2826,1,14,6,3,68,1
2008,1,10,16,1,69,1
179,2,24,9,1,75,1
2516,2,15,11,5,124,1
230,3,14,2,4,182,2
691,3,8,6,1,207,2
679,2,30,4,2,120,2
472,2,27,4,5,206,1
2416,3,21,11,4,287,2
1414,3,27,8,3,181,2
1806,2,6,2,3,148,2
150,2,14,12,1,49,2
1138,2,26,14,5,250,1
2428,2,22,4,4,126,2
1630,1,24,10,4,72,2
2748,3,5,7,2,162,2
1451,1,28,13,5,211,1
808,1,19,11,4,139,2
2864,2,26,13,1,261,2
1120,3,4,4,5,128,1
2694,3,14,12,2,210,1
1027,3,14,14,4,209,1
178,1,29,1,4,235,2
621,1,18,3,4,97,1
1696,3,17,16,2,199,1
1061,1,30,7,4,156,2
2076,2,30,7,1,92,1
1557,1,7,3,4,165,2
1149,3,17,12,3,88,2
2947,3,26,7,1,273,2
2936,3,19,1,2,124,2
2796,2,23,8,1,244,1
1954,1,25,12,1,213,2
869,2,22,6,2,255,2
1348,1,1,3,2,194,2
516,2,5,5,1,77,1
927,3,8,7,3,227,1
1810,1,21,15,2,228,2
1728,3,22,1,3,247,1
1267,3,9,11,1,166,1
2149,2,12,16,3,170,2
1757,2,28,14,1,132,2
340,2,8,2,5,259,2
2181,2,8,11,2,291,2
288,3,22,4,2,259,2
1111,1,28,12,2,221,2
1221,3,7,7,3,201,1
1134,1,18,6,4,268,2
677,1,10,3,3,55,1
1495,1,19,15,3,288,2
231,1,12,11,1,193,1
1937,1,8,16,2,185,2
2849,1,28,10,5,272,1
398,2,18,11,4,165,2
1810,2,16,15,4,182,1
2113,1,20,9,2,210,2
263,1,6,4,3,238,2
157,3,10,9,1,191,2
2162,3,30,9,1,141,1
1313,3,2,11,1,142,1
2838,1,2,12,2,182,1
1503,2,14,2,4,127,2
2791,1,11,10,5,126,2
1178,2,30,3,2,175,2
1165,1,17,9,2,111,1
1257,1,26,14,1,272,1
1208,2,13,7,1,162,2
1506,3,2,1,1,100,2
1805,1,16,16,1,136,1
755,3,18,6,1,150,2
2834,2,24,15,3,236,2
336,2,24,4,1,68,2
1337,2,14,5,1,179,2
597,2,26,1,3,59,1
2011,3,1,16,1,298,2
674,1,4,10,3,182,1
1515,3,23,16,2,91,2
1050,1,3,1,5,217,2
388,3,28,16,4,256,1
2171,3,7,1,1,118,1
827,2,21,9,5,118,2
1861,1,1,5,5,123,1
2114,3,30,3,2,249,1
993,1,20,14,4,43,2
2808,2,30,2,5,188,1
2333,2,15,15,2,44,2
2478,3,22,13,3,62,1
2592,1,26,14,3,63,2
522,1,22,5,2,276,2
1625,1,5,16,4,96,2
1614,2,8,15,4,188,2
823,3,3,4,5,235,1
970,1,8,7,3,65,2
1042,3,20,2,1,252,1
2586,2,24,12,5,54,1
2169,2,28,13,3,148,2
273,2,2,6,1,195,1
2727,3,19,5,1,117,1
2216,2,26,10,4,89,1
1177,1,15,1,4,231,2
1610,2,19,15,4,220,1
403,2,23,16,2,47,2
2024,1,14,13,4,66,2
2959,1,5,13,2,161,2
1078,2,9,8,5,196,1
1591,3,12,7,4,282,2
17,1,19,9,1,154,2
271,1,9,15,4,196,2
867,2,5,8,2,180,2
207,2,16,6,3,186,1
608,1,10,3,2,132,2
2858,2,7,2,1,294,1
1421,1,18,5,1,252,1
1499,1,29,7,2,253,2
2022,1,7,12,5,184,2
25,3,23,7,2,183,1
2933,3,13,4,3,166,2
1289,3,3,8,4,273,2
2458,2,23,14,3,42,1
1144,1,11,3,3,132,1
141,3,26,13,2,274,2
956,2,7,13,2,122,1
595,1,8,2,4,79,1
1751,3,18,11,3,45,2
2679,1,2,3,1,65,1
278,1,21,9,5,78,2
2476,2,1,4,4,39,1
2730,1,1,12,1,104,1
2513,1,3,12,5,279,1
1516,1,19,4,2,262,1
2608,2,19,11,1,215,2
1365,2,14,14,1,141,2
2841,1,14,15,5,278,1
2944,2,24,3,2,50,1
1111,2,1,8,1,50,1
1551,2,2,4,3,220,1
2118,2,28,14,3,149,2
471,1,9,6,5,259,2
2951,3,16,12,4,148,1
469,2,10,14,2,284,1
1810,2,23,5,2,265,1
2923,3,10,12,4,235,1
622,3,5,4,2,71,2
1707,2,14,16,2,110,2
582,2,30,3,3,64,2
2470,2,3,12,5,195,1
2919,1,1,16,4,265,2
2013,1,19,2,4,272,1
2486,1,9,16,3,225,2
865,2,17,3,4,208,1
673,1,16,4,3,171,2
1031,2,30,10,3,192,2
1160,2,3,12,2,170,2
723,3,24,7,5,91,2
2541,2,26,1,2,182,1
450,1,26,5,2,148,1
2572,1,11,3,1,99,2
2989,2,13,7,1,135,2
718,3,26,11,2,275,1
2982,1,17,4,1,50,1
715,1,14,14,1,167,1
1539,2,8,13,5,241,2
2836,2,20,2,1,155,2
1176,1,18,2,3,296,2
414,3,28,2,1,209,2
865,3,17,1,5,192,2
909,2,27,6,1,204,1
2201,3,5,14,4,118,2
571,3,24,9,3,170,1
1834,1,21,13,1,54,2
1360,1,1,5,5,79,1
1298,3,23,7,2,249,1
2711,3,7,10,2,276,1
313,3,16,6,1,124,2
778,1,17,1,3,135,1
2432,1,17,12,1,234,2
468,1,5,3,4,292,2
1616,2,7,13,1,180,1
988,2,29,13,5,137,1
1465,1,12,13,3,63,1
1960,3,25,4,1,121,2
2228,2,6,6,2,295,2
2323,1,7,6,5,281,1
1889,2,29,5,2,187,2
2414,3,12,5,5,195,2
2329,2,18,1,2,138,2
448,3,13,8,3,152,2
2709,1,13,10,1,195,1
128,3,27,13,4,105,2
1781,3,3,9,2,255,2
2746,2,11,10,3,271,1
2600,2,26,16,1,287,2
1796,3,21,11,1,262,2
1642,3,7,8,1,205,2
2896,1,28,1,4,223,2
1545,1,30,11,4,176,1
891,1,26,10,2,39,2
2460,2,27,6,5,101,1
2864,1,5,7,2,279,2
706,3,28,9,2,276,1
2710,3,30,5,2,180,1
1971,2,26,13,4,181,1
2779,1,21,11,3,197,2
2851,3,8,8,4,104,1
306,3,4,2,1,276,2
2021,3,3,11,4,61,1
2214,1,19,11,2,234,1
2665,1,27,13,2,171,2
2699,3,25,12,2,81,2
1295,3,22,8,4,91,1
493,2,30,12,3,100,1
1513,2,26,5,3,233,1
2174,1,10,14,2,290,2
403,1,29,7,5,230,1
1771,3,5,12,3,45,2
1878,3,2,13,2,229,1
351,3,14,13,3,122,2
1458,2,20,5,2,159,1
999,1,10,10,3,274,2
2136,3,17,16,4,162,1
1071,1,2,3,2,132,1
860,2,20,8,3,191,1
1566,2,14,5,3,217,1
2551,3,7,12,5,160,1
852,3,24,12,5,194,1
381,2,5,1,1,33,1
1572,3,3,2,2,248,1
639,1,22,2,4,247,2
1676,3,12,7,5,195,1
1797,3,23,9,5,293,1
2563,1,7,8,4,96,1
114,1,19,9,4,87,1
2481,1,19,1,5,197,2
2430,3,20,4,2,41,2
2382,1,18,6,5,244,1
2284,2,20,2,3,78,2
2037,3,26,4,2,281,2
2490,1,15,4,2,253,1
1714,2,9,5,2,138,1
2427,1,7,14,3,222,1
1631,3,29,4,3,42,1
2963,3,30,1,1,71,2
584,1,4,8,5,114,1
2797,2,25,6,4,104,2
2123,2,12,16,2,220,1
479,2,29,15,4,276,2
2352,1,9,2,2,105,2
2932,1,11,8,2,266,2
1800,1,27,11,4,100,1
411,2,1,15,3,212,1
1579,1,18,4,3,193,1
255,2,8,9,5,99,2
1701,1,16,14,5,212,2
1315,1,8,1,4,111,2
2079,1,6,13,4,186,1
2697,3,8,16,2,154,2
1686,2,4,13,1,178,2
1709,2,3,10,1,158,1
393,1,6,12,2,165,1
873,1,22,7,4,105,2
709,1,25,10,2,42,2
1280,1,8,11,4,50,1
2293,1,6,10,1,127,2
1415,1,8,16,5,63,1
1691,2,12,6,2,273,1
692,1,2,13,3,87,2
601,3,4,9,3,102,2
2802,2,24,10,5,272,2
534,2,18,5,5,193,2
2144,3,10,8,1,243,2
2650,1,25,11,1,47,1
443,1,13,9,5,231,2
2590,2,23,6,1,183,1
2001,2,17,9,4,257,1
229,3,2,4,3,298,1
1210,3,27,13,5,163,1
1301,1,22,2,5,93,2
847,2,4,3,2,159,1
2049,1,5,9,2,242,1
1084,2,9,7,4,186,1
1780,3,18,3,1,36,1
813,3,14,12,4,201,2
663,3,3,5,3,255,2
2149,3,7,10,4,288,1
2497,2,21,2,4,135,2
2116,2,1,3,3,295,1
1333,3,24,10,1,105,1
1242,1,4,4,4,229,2
369,2,17,6,1,73,1
1206,3,20,16,2,58,2
1183,1,4,1,5,113,1
39,2,30,9,4,281,1
631,2,27,15,4,249,2
520,2,24,7,5,292,1
2905,1,20,15,1,198,1
436,1,6,15,3,193,1
2841,2,25,7,2,35,1
552,3,2,10,2,281,1
1848,1,20,1,2,91,1
773,2,20,9,2,137,1
1678,3,1,4,2,157,1
2689,3,1,10,5,259,2
1192,2,10,15,4,245,2
2031,2,26,2,2,47,2
667,1,27,15,4,64,2
244,1,12,2,3,298,2
1104,2,14,7,2,100,2
2135,2,19,10,4,174,2
478,1,4,14,3,174,2
2401,1,21,6,4,73,1
1795,3,24,4,5,248,1
2634,2,22,16,5,254,2
2493,1,10,1,3,230,2
2613,1,8,1,3,42,2
1532,3,2,11,1,176,1
1176,3,12,13,4,184,1
2171,2,26,10,4,74,2
2667,2,10,3,3,136,2
2069,2,6,6,4,230,1
1991,3,11,12,2,137,1
1254,3,7,14,1,203,1
2538,2,14,13,5,191,2
1201,3,16,11,1,134,2
853,1,14,16,5,276,1
2211,2,27,7,4,173,1
1328,1,9,4,4,186,2
394,3,18,15,1,231,1
2797,3,1,3,1,228,1
2145,3,28,6,4,53,1
2756,2,10,2,1,70,2
1941,1,13,7,5,261,1
1444,3,3,12,1,245,2
2027,3,9,13,4,121,2
956,2,28,1,3,228,1
503,1,24,2,3,112,1
1702,2,23,4,5,294,1
2726,3,20,9,2,112,1
2067,1,11,5,5,92,1
2657,2,12,6,1,283,1
1805,1,19,10,3,170,1
826,2,17,15,2,163,1
1632,1,15,4,3,291,1
640,2,25,13,1,288,2
220,2,27,13,1,278,1
1529,1,30,13,4,66,1
1501,3,11,8,4,278,1
772,3,4,12,5,255,1
2718,3,24,7,3,145,1
534,2,5,6,3,57,1
684,2,13,11,5,47,2
1787,2,10,6,1,121,2
1395,3,2,2,1,278,2
666,1,12,4,4,87,1
457,1,5,3,5,113,1
1265,3,2,3,4,212,1
1117,2,3,9,1,134,2
2636,1,8,8,1,146,1
864,1,13,3,5,135,1
727,1,6,4,1,242,1
207,1,29,6,2,109,2
2182,1,21,10,5,194,1
296,3,21,11,5,36,1
2086,2,1,15,2,264,1
845,3,10,1,3,210,2
263,1,6,16,1,72,2
2111,3,16,1,4,75,1
879,2,18,3,4,275,1
1157,3,12,16,3,224,1
1247,2,17,4,5,155,1
1735,2,21,12,5,184,2
2710,2,27,9,4,296,2
1171,3,27,14,4,147,2
1165,3,30,12,3,61,1
983,3,24,14,4,65,2
27,3,13,15,2,133,1
1277,2,14,12,4,153,1
2047,2,12,3,1,113,1
2152,3,1,7,3,219,2
1672,1,20,16,5,104,1
2449,2,29,7,1,89,2
826,2,30,12,4,100,2
834,2,20,11,5,171,1
557,2,15,15,4,274,2
1235,3,23,15,1,203,2
545,2,23,16,1,91,1
561,1,22,13,3,281,1
2058,3,10,1,4,54,2
286,2,17,7,2,55,2
2189,1,25,8,4,240,1
2858,3,22,12,2,259,2
1025,3,3,4,5,189,2
2387,2,26,7,3,93,1
2951,1,18,13,1,186,1
2416,3,10,14,1,79,2
277,2,9,8,2,200,2
2183,2,5,6,3,67,2
2437,3,2,2,3,32,2
2093,1,29,3,2,176,2
2525,3,13,14,3,297,2
2471,2,30,6,4,119,1
2221,2,14,11,3,171,2
2777,1,23,10,1,236,1
1490,2,9,16,1,88,2
2151,3,16,2,1,92,2
1265,1,23,16,4,222,2
1946,2,17,14,1,176,2
1405,2,7,4,2,113,1
646,3,11,9,1,129,1
2213,3,16,5,2,31,2
669,1,21,8,1,148,2
2456,3,5,2,4,291,1
187,1,27,15,5,208,1
1101,2,13,9,2,282,2
1780,1,17,12,3,141,1
1962,2,23,3,5,159,1
2830,1,14,8,3,239,2
1891,2,12,6,2,110,2
1795,1,29,12,3,283,1
2221,2,11,3,3,30,1
2236,1,23,1,1,248,1
604,3,4,16,1,93,2
1049,1,11,4,1,135,1
934,3,15,6,3,76,1
1811,1,10,14,4,102,2
1585,2,10,3,3,146,1
753,3,24,6,4,100,1
1328,3,29,8,4,125,1
991,1,21,11,4,89,2
2684,3,3,7,5,51,2
1567,1,2,11,5,207,1
2963,3,1,14,5,249,1
299,2,13,3,5,151,1
1097,2,16,14,2,245,1
2994,3,29,12,1,183,2
2887,3,25,11,4,130,1
1708,2,25,12,3,147,2
1344,3,7,1,4,198,1
1172,2,24,12,5,220,2
102,1,4,12,2,94,1
1397,2,15,4,1,260,2
2946,3,4,13,2,181,2
2913,3,21,9,5,236,2
1153,1,28,14,4,125,2
1777,3,1,3,1,207,2
331,3,25,9,4,127,1
2398,2,29,8,1,148,1
1021,2,5,5,3,182,1
1659,2,12,7,3,100,1
68,1,20,3,5,183,2
2982,3,1,3,3,74,2
1107,3,11,9,5,157,1
810,3,26,12,1,273,2
436,2,5,5,1,35,2
1671,1,10,4,5,84,1
1735,1,4,2,3,163,1
1841,1,27,10,4,67,2
798,3,14,13,4,112,2
1200,3,28,5,1,248,2
2020,1,9,1,2,274,2
2052,3,20,12,3,130,2
1196,1,21,5,5,36,1
1573,3,13,4,5,164,1
873,1,24,5,4,130,2
128,2,17,9,2,46,2
90,3,4,5,5,115,1
1824,1,30,5,4,170,1
364,3,26,6,3,168,1
1606,3,14,12,1,189,1
1981,1,24,11,5,221,1
252,1,29,16,1,77,2
2927,3,30,15,5,243,2
2239,3,5,14,3,80,1
2774,3,17,15,4,204,2
308,1,19,14,5,206,1
1614,3,13,4,2,221,2
296,2,25,3,4,147,2
1268,2,25,7,3,299,1
1890,2,2,8,3,228,2
1742,2,3,1,1,268,1
2442,3,18,4,3,282,2
731,3,24,15,2,39,2
1630,3,13,5,4,267,2
1485,2,24,13,5,215,2
187,3,4,11,3,220,2
2756,1,7,1,1,119,1
2008,1,16,6,4,82,1
1766,3,23,8,1,111,1
1095,3,13,9,2,113,1
2992,2,8,11,2,49,2
1678,1,8,10,3,170,2
333,1,15,5,3,159,1
176,2,6,9,3,108,2
1235,3,17,14,1,85,2
1778,1,20,6,1,141,1
1400,2,27,8,4,163,1
1706,3,7,13,5,221,2
901,1,4,15,4,49,1
1250,3,24,9,2,71,2
2967,3,28,6,1,150,2
2611,1,3,11,4,110,2
2584,1,2,4,3,227,1
533,2,14,6,2,267,1
2346,1,29,8,2,228,2
334,1,12,13,2,123,1
2382,1,9,16,4,112,2
1220,3,10,14,3,90,2
809,2,1,12,3,176,1
516,1,5,8,3,101,2
2930,3,14,4,2,262,1
1560,1,11,10,3,163,1
1216,2,20,15,3,237,2
2639,2,1,12,5,122,2
2644,1,16,4,1,247,1
103,3,18,1,2,145,2
891,3,5,16,1,222,2
1600,2,17,1,3,275,1
977,2,17,10,3,235,2
62,3,11,9,4,285,1
2180,1,27,3,2,54,2
2032,3,22,13,4,261,1
1834,3,5,9,5,119,2
1449,1,14,14,4,59,1
2543,3,14,6,4,136,2
1392,2,28,3,5,168,2
1577,3,25,15,5,108,1
2510,1,30,13,4,208,1
17,2,10,11,5,112,2
266,1,13,14,3,176,1
1011,1,12,2,5,46,2
695,2,29,13,5,264,1
1738,2,17,3,4,181,1
671,2,15,14,2,250,1
1675,2,1,8,4,100,2
2891,2,22,13,4,107,2
2397,2,28,3,3,251,2
2395,3,22,12,5,215,1
1940,3,8,10,2,170,2
628,3,10,2,4,167,2
2593,3,11,3,2,214,1
726,2,21,13,5,280,2
1752,1,22,13,3,134,1
2079,2,6,6,4,57,2
1332,2,3,14,2,271,2
2966,2,18,12,1,215,1
994,2,26,4,3,276,2
1763,2,10,1,1,110,1
1139,1,24,9,3,255,2
2948,2,29,12,1,252,2
2941,1,2,10,4,276,1
2697,2,4,3,1,290,2
2969,3,25,3,3,235,2
512,3,6,7,5,193,1
2957,3,17,9,1,38,2
1450,1,14,7,2,248,1
2503,2,11,7,5,284,2
2391,1,16,8,1,296,2
872,3,5,14,2,33,2
1300,2,19,2,5,97,2
1654,2,23,4,5,64,1
524,3,1,16,4,125,1
2330,1,4,1,1,245,1
1092,1,18,2,4,183,1
265,3,9,15,4,161,1
2371,3,7,2,5,158,1
41,1,26,11,4,225,2
1555,2,3,15,3,114,1
85,1,4,3,3,282,1
420,3,2,16,5,284,2
901,3,28,4,2,50,1
563,3,14,3,5,231,2
662,1,2,4,1,45,2
1699,1,29,5,3,38,2
1192,3,21,13,4,210,1
1831,1,22,3,2,255,2
1390,3,1,12,1,169,2
1520,3,22,12,5,90,2
2354,3,27,13,1,158,2
2697,3,11,1,1,125,2
184,2,4,15,2,278,1
1249,3,18,6,3,287,2
2458,3,3,15,3,160,2
592,3,11,4,2,43,2
2740,3,20,2,1,113,1
1955,2,23,11,2,200,1
90,1,13,9,3,272,1
2515,1,5,11,5,241,2
1612,3,23,14,5,175,2
785,3,8,6,4,150,1
937,1,8,3,5,153,1
1479,3,20,14,1,160,1
1248,2,15,5,3,186,1
2576,1,24,7,1,263,2
1190,1,6,15,3,276,2
2768,3,15,1,2,218,1
2550,1,1,12,1,145,2
1274,3,2,2,5,44,1
947,2,22,13,3,137,1
2145,2,29,12,3,178,1
1705,3,9,4,5,48,1
2791,3,22,1,3,279,2
1347,1,23,10,5,49,2
1463,3,8,12,2,286,1
1832,1,1,8,5,125,2
2249,3,28,16,5,150,1
2002,1,22,3,3,63,1
1038,1,4,12,3,269,1
681,1,14,10,1,265,1
2105,3,17,9,3,61,2
1070,3,19,14,4,89,2
2306,2,18,14,5,264,1
2607,3,23,7,3,239,2
2238,2,12,14,3,47,2
961,1,18,15,1,182,2
1098,2,26,14,4,100,1
1484,3,23,5,1,44,2
2295,3,5,2,2,77,2
1119,1,1,1,1,260,1
1097,3,28,14,2,104,2
1266,3,17,13,3,47,1
1742,2,17,10,1,65,2
1128,2,25,11,2,132,2
841,3,24,9,3,32,1
2689,3,15,12,4,118,1
2597,2,10,14,1,126,2
1769,2,15,3,4,271,2
1627,1,5,15,5,167,1
278,3,9,2,1,63,2
2322,1,26,4,5,87,2
2531,2,26,5,1,84,2
1163,1,11,11,1,67,1
2225,1,24,15,5,84,2
2499,1,22,1,2,59,2
1077,2,28,15,4,159,2
1832,1,20,15,2,151,2
1391,3,13,15,5,119,1
2261,1,11,16,1,228,1
1476,1,7,13,1,266,1
2035,2,23,7,4,206,1
68,1,1,9,4,48,1
225,1,4,5,4,241,2
1636,2,29,11,4,215,1
557,2,3,4,3,212,2
1472,2,16,6,4,273,2
2775,2,15,5,4,203,1
2494,1,16,6,1,144,1
2611,3,23,15,5,33,2
2209,3,9,3,2,187,2
1894,2,28,2,5,265,2
710,2,13,2,1,219,1
954,2,28,8,2,206,2
2489,3,13,12,5,271,1
1255,1,3,5,1,254,1
1433,2,7,4,3,168,2
1116,2,26,15,2,160,1
1077,2,21,3,5,290,2
2659,2,12,16,5,146,2
827,1,24,16,5,71,2
2865,3,9,12,1,296,1
1133,2,24,10,3,237,1
2381,2,5,2,5,137,2
247,3,7,10,1,250,1
95,1,28,8,2,186,1
2098,2,14,13,5,122,2
2873,2,13,10,4,234,1
2790,2,26,1,4,97,2
2617,1,5,1,1,127,1
1558,3,5,2,1,207,1
2937,3,10,15,1,52,1
638,3,1,7,1,195,1
1151,1,14,10,2,173,2
1076,1,23,13,5,73,1
2233,1,15,8,1,134,2
2880,2,4,12,1,232,2
755,1,20,2,4,96,1
2397,3,16,14,1,102,2
1199,2,3,2,5,215,1
1594,2,29,16,2,70,1
1581,1,27,3,4,75,1
504,1,21,4,5,111,2
1731,3,19,16,1,119,2
2812,1,19,4,1,81,2
1860,3,5,9,1,222,1
1093,2,22,6,1,168,1
1503,2,26,1,2,171,2
1604,2,30,2,5,263,2
927,1,28,12,5,134,2
1223,2,22,14,3,211,1
1035,3,20,1,5,118,1
1892,3,8,11,4,236,1
1035,1,13,5,5,214,1
1158,3,19,3,1,214,1
2586,1,6,13,5,230,1
1313,2,3,1,3,71,2
1383,3,2,5,4,154,1
1034,1,17,12,5,72,2
363,1,27,12,4,122,2
1983,1,27,14,1,271,2
2540,1,9,6,3,131,2
340,2,25,9,2,38,2
2476,2,2,14,3,92,1
979,1,10,15,5,275,2
1825,1,15,10,3,72,1
2927,1,13,8,4,39,1
1293,1,6,7,2,97,2
1291,3,29,8,4,189,2
385,3,13,12,3,63,2
1281,2,28,11,5,35,2
1074,2,12,13,1,113,2
375,1,15,8,4,290,1
964,2,5,15,3,293,2
951,1,23,5,5,165,1
2209,1,24,8,2,296,1
622,2,20,8,2,198,1
2483,3,7,13,1,118,1
2438,3,23,5,1,30,1
1877,2,15,5,5,270,1
2573,3,2,7,5,58,1
2864,2,13,5,2,257,1
128,2,16,12,1,272,2
1550,1,4,4,5,38,2
2749,1,6,8,4,195,2
774,1,12,3,2,297,2
714,1,1,12,1,178,2
389,3,17,11,5,155,1
2065,3,8,16,1,173,1
1119,1,25,10,2,170,2
1079,1,17,16,5,47,1
2064,1,15,14,3,299,2
468,2,26,12,1,199,2
696,1,6,3,3,251,2
221,1,3,15,1,245,2
2604,3,21,2,2,46,1
2481,3,6,10,3,97,1
1826,3,27,2,5,87,1
2933,2,25,8,2,141,2
2663,2,27,8,1,34,1
1997,1,20,13,3,183,1
1209,1,17,15,3,204,1
